trial_number,drug_id,start_char,end_char,recognised_text
ACTRN12608000299303,DB00169,48,58,vitamin D3
ACTRN12608000299303,DB00169,138,148,vitamin D3
ACTRN12608000299303,DB00169,161,171,vitamin D3
ACTRN12608000304336,DB00633,0,15,Dexmedetomidine
ACTRN12608000305325,DB00938,8,18,salmeterol
ACTRN12608000306314,DB09341,6,13,glucose
ACTRN12608000307303,DB02745,39,46,uridine
ACTRN12608000307303,DB00175,107,118,pravastatin
ACTRN12608000307303,DB02745,134,141,uridine
ACTRN12608000307303,DB00175,205,228,pravastatin 40 mg daily
ACTRN12608000308392,DB00746,12,27,desferrioxamine
ACTRN12608000314325,DB00818,112,120,propofol
ACTRN12608000314325,DB00202,163,176,suxamethonium
ACTRN12608000314325,DB06690,410,423,nitrous oxide
ACTRN12608000314325,DB01236,439,450,sevoflurane
ACTRN12608000314325,DB00813,516,524,fentanyl
ACTRN12608000314325,DB00904,571,582,ondansetron
ACTRN12608000314325,DB09140,750,756,oxygen
ACTRN12608000314325,DB09157,782,796,carbon dioxide
ACTRN12608000314325,DB00296,1005,1016,Ropivacaine
ACTRN12608000314325,DB00296,1032,1043,ropivacaine
ACTRN12608000314325,DB00296,1740,1751,ropivacaine
ACTRN12608000314325,DB00296,1767,1778,ropivacaine
ACTRN12608000314325,DB00296,1922,1933,ropivacaine
ACTRN12608000314325,DB00296,1949,1960,ropivacaine
ACTRN12608000314325,DB00296,2045,2056,ropivacaine
ACTRN12608000314325,DB00295,2243,2251,morphine
ACTRN12608000314325,DB00316,2310,2321,paracetamol
ACTRN12608000314325,DB00295,2429,2437,morphine
ACTRN12608000314325,DB00295,2659,2667,morphine
ACTRN12608000314325,DB03088,2764,2767,PCA
ACTRN12608000314325,DB00904,2949,2960,ondansetron
ACTRN12608000315314,DB06623,144,154,flupirtine
ACTRN12608000315314,DB06623,189,199,flupirtine
ACTRN12608000315314,DB06623,232,242,flupirtine
ACTRN12608000315314,DB06623,276,286,flupirtine
ACTRN12608000317392,DB11242,381,388,gelatin
ACTRN12608000318381,DB00231,6,15,Temazepam
ACTRN12608000319370,DB06623,112,122,flupirtine
ACTRN12608000319370,DB06623,458,468,flupirtine
ACTRN12608000319370,DB06623,872,882,flupirtine
ACTRN12608000319370,DB06623,975,985,flupirtine
ACTRN12608000319370,DB06623,1226,1236,flupirtine
ACTRN12608000319370,DB06623,1374,1384,flupirtine
ACTRN12608000319370,DB06623,1861,1871,flupirtine
ACTRN12608000319370,DB06623,2212,2222,flupirtine
ACTRN12608000324314,DB09341,108,115,Glucose
ACTRN12608000325303,DB00254,0,11,Doxycycline
ACTRN12608000326392,DB00741,112,120,cortisol
ACTRN12608000326392,DB00741,263,271,cortisol
ACTRN12608000326392,DB00741,328,336,cortisol
ACTRN12608000326392,DB00741,438,446,cortisol
ACTRN12608000326392,DB00741,602,610,cortisol
ACTRN12608000326392,DB00741,1124,1132,cortisol
ACTRN12608000327381,DB09152,510,518,nitrogen
ACTRN12608000334303,DB00682,76,84,warfarin
ACTRN12608000334303,DB00682,121,129,warfarin
ACTRN12608000334303,DB00682,221,229,warfarin
ACTRN12608000334303,DB00682,428,436,warfarin
ACTRN12608000334303,DB00682,444,452,warfarin
ACTRN12608000334303,DB00682,550,558,warfarin
ACTRN12608000334303,DB00682,1177,1185,warfarin
ACTRN12608000335392,DB11242,36,43,gelatin
ACTRN12608000338369,DB01195,27,37,flecainide
ACTRN12608000338369,DB01195,230,240,Flecainide
ACTRN12608000338369,DB01195,382,392,flecainide
ACTRN12608000340336,DB01234,0,13,Dexamethasone
ACTRN12608000341325,DB00159,31,52,eicosapentaenoic acid
ACTRN12608000341325,DB00159,54,57,EPA
ACTRN12608000341325,DB03756,65,85,docosahexaenoic acid
ACTRN12608000341325,DB03756,87,90,DHA
ACTRN12608000360314,DB01592,0,4,Iron
ACTRN12608000360314,DB01592,38,42,iron
ACTRN12608000360314,DB00126,90,99,vitamin C
ACTRN12608000362392,DB00598,395,404,labetolol
ACTRN12608000362392,DB00264,420,430,metoprolol
ACTRN12608000362392,DB01275,441,452,hydralazine
ACTRN12608000363381,DB00413,3,14,pramipexole
ACTRN12608000363381,DB00391,45,54,sulpiride
ACTRN12608000366358,DB00281,185,195,lignocaine
ACTRN12608000366358,DB00281,465,475,lignocaine
ACTRN12608000367347,DB00140,168,178,riboflavin
ACTRN12608000367347,DB09085,654,664,tetracaine
ACTRN12608000367347,DB00892,675,688,oxybuprocaine
ACTRN12608000367347,DB00140,816,826,riboflavin
ACTRN12608000367347,DB09255,961,968,dextran
ACTRN12608000367347,DB00140,1350,1360,riboflavin
ACTRN12608000367347,DB00446,1832,1847,chloramphenicol
ACTRN12608000371392,DB00790,36,47,Perindopril
ACTRN12608000371392,DB00790,171,182,Perindopril
ACTRN12608000371392,DB00790,271,282,Perindopril
ACTRN12608000372381,DB01041,0,11,thalidomide
ACTRN12608000372381,DB00806,51,65,pentoxifylline
ACTRN12608000372381,DB01394,118,128,colchicine
ACTRN12608000372381,DB00250,232,239,dapsone
ACTRN12608000372381,DB01041,715,726,thalidomide
ACTRN12608000374369,DB00682,107,115,warfarin
ACTRN12608000374369,DB00682,260,268,warfarin
ACTRN12608000374369,DB00682,614,622,warfarin
ACTRN12608000374369,DB00682,769,777,warfarin
ACTRN12608000374369,DB00682,893,901,warfarin
ACTRN12608000374369,DB00682,967,975,warfarin
ACTRN12608000374369,DB00682,1098,1106,warfarin
ACTRN12608000374369,DB00682,1159,1167,warfarin
ACTRN12608000374369,DB00682,2067,2075,warfarin
ACTRN12608000377336,DB00811,193,202,ribavirin
ACTRN12608000381381,DB00153,0,14,Ergocalciferol
ACTRN12608000382370,DB01248,65,74,Docetaxel
ACTRN12608000382370,DB00515,80,89,Cisplatin
ACTRN12608000382370,DB00544,95,109,5-fluorouracil
ACTRN12608000382370,DB00002,120,129,Cetuximab
ACTRN12608000382370,DB01248,131,148,Docetaxel 35mg/m2
ACTRN12608000382370,DB00515,212,221,Cisplatin
ACTRN12608000382370,DB00002,371,380,Cetuximab
ACTRN12608000382370,DB00002,569,578,cetuximab
ACTRN12608000382370,DB01248,664,673,Docetaxel
ACTRN12608000382370,DB00515,679,688,Cisplatin
ACTRN12608000382370,DB00002,716,725,Cetuximab
ACTRN12608000382370,DB01248,727,744,Docetaxel 35mg/m2
ACTRN12608000382370,DB00515,814,823,Cisplatin
ACTRN12608000382370,DB00002,960,978,Cetuximab 250mg/m2
ACTRN12608000385347,DB00603,283,286,MPa
ACTRN12608000385347,DB00603,346,349,MPa
ACTRN12608000387325,DB00259,842,844,SA
ACTRN12608000387325,DB00259,925,927,SA
ACTRN12608000387325,DB00259,1054,1056,SA
ACTRN12608000387325,DB09341,1154,1161,glucose
ACTRN12608000389303,DB09341,25,32,glucose
ACTRN12608000389303,DB09341,234,241,glucose
ACTRN12608000389303,DB09341,347,354,glucose
ACTRN12608000392369,DB00619,127,135,Imatinib
ACTRN12608000392369,DB00619,232,240,imatinib
ACTRN12608000392369,DB00619,361,369,imatinib
ACTRN12608000392369,DB00619,564,572,imatinib
ACTRN12608000392369,DB00619,853,861,imatinib
ACTRN12608000393358,DB00742,539,547,mannitol
ACTRN12608000393358,DB00742,624,632,mannitol
ACTRN12608000393358,DB01003,911,923,cromoglycate
ACTRN12608000393358,DB00471,940,951,montelukast
ACTRN12608000393358,DB00471,1053,1064,montelukast
ACTRN12608000393358,DB00742,1483,1491,mannitol
ACTRN12608000393358,DB01001,1804,1814,salbutamol
ACTRN12608000396325,DB00107,120,128,oxytocin
ACTRN12608000397314,DB06273,0,11,Tocilizumab
ACTRN12608000398303,DB01175,7,19,escitalopram
ACTRN12608000398303,DB04465,33,40,lactose
ACTRN12608000400369,DB00008,18,46,pegylated interferon alfa-2a
ACTRN12608000400369,DB00811,52,61,ribavirin
ACTRN12608000400369,DB00811,110,146,RBV (Registered) Combination Therapy
ACTRN12608000400369,DB00008,347,375,pegylated interferon alfa-2a
ACTRN12608000400369,DB00811,414,423,Ribavirin
ACTRN12608000400369,DB00008,1183,1204,peginterferon alfa-2a
ACTRN12608000400369,DB00811,1229,1238,ribavirin
ACTRN12608000400369,DB00008,1479,1500,peginterferon alfa-2a
ACTRN12608000400369,DB00811,1525,1534,ribavirin
ACTRN12608000400369,DB00811,2037,2040,RBV
ACTRN12608000400369,DB00811,2747,2756,ribavirin
ACTRN12608000401358,DB00297,333,344,bupivacaine
ACTRN12608000401358,DB00620,389,402,triamcinolone
ACTRN12608000401358,DB00297,423,434,bupivacaine
ACTRN12608000401358,DB00620,616,629,triamcinolone
ACTRN12608000402347,DB09341,205,212,glucose
ACTRN12608000402347,DB09341,377,384,glucose
ACTRN12608000402347,DB09341,491,498,glucose
ACTRN12608000403336,DB01101,101,113,Capecitabine
ACTRN12608000403336,DB00526,257,268,Oxaliplatin
ACTRN12608000404325,DB01073,47,58,fludarabine
ACTRN12608000404325,DB00531,61,77,cyclophosphamide
ACTRN12608000404325,DB00073,84,93,rituximab
ACTRN12608000404325,DB01073,214,225,fludarabine
ACTRN12608000404325,DB00073,269,278,rituximab
ACTRN12608000404325,DB01073,335,346,Fludarabine
ACTRN12608000404325,DB00073,347,356,Rituximab
ACTRN12608000404325,DB01073,395,406,fludarabine
ACTRN12608000404325,DB00531,436,452,cyclophosphamide
ACTRN12608000404325,DB00073,508,517,rituximab
ACTRN12608000404325,DB01073,574,585,Fludarabine
ACTRN12608000404325,DB00531,586,602,Cyclophosphamide
ACTRN12608000404325,DB00073,603,612,Rituximab
ACTRN12608000404325,DB01073,623,634,Fludarabine
ACTRN12608000404325,DB00531,635,651,Cyclophosphamide
ACTRN12608000404325,DB00073,652,665,Rituximab FCR
ACTRN12608000405314,DB00351,74,91,megestrol acetate
ACTRN12608000405314,DB01234,107,120,Dexamethasone
ACTRN12608000410358,DB00184,3,11,Nicotine
ACTRN12608000410358,DB00184,127,135,nicotine
ACTRN12608000410358,DB00184,169,177,nicotine
ACTRN12608000410358,DB00184,221,229,nicotine
ACTRN12608000416392,DB00331,78,87,metformin
ACTRN12608000417381,DB03575,54,57,PCP
ACTRN12608000419369,DB00125,117,129,Arginine/day
ACTRN12608000422325,DB10685,456,466,wheat bran
ACTRN12608000422325,DB10501,487,492,apple
ACTRN12608000423314,DB00641,50,61,simvastatin
ACTRN12608000424303,DB00207,24,36,azithromycin
ACTRN12608000425392,DB09567,62,71,olive oil
ACTRN12608000425392,DB09567,150,159,olive oil
ACTRN12608000425392,DB00159,314,335,Eicosapentaenoic acid
ACTRN12608000425392,DB03756,371,374,DHA
ACTRN12608000426381,DB00087,0,11,alemtuzumab
ACTRN12608000426381,DB00087,209,220,alemtuzumab
ACTRN12608000426381,DB00087,412,423,alemtuzumab
ACTRN12608000428369,DB09341,175,182,glucose
ACTRN12608000428369,DB01276,282,291,exenatide
ACTRN12608000429358,DB00624,45,57,testosterone
ACTRN12608000431325,DB12938,9,42,Balance Strategy Exercise Program
ACTRN12608000432314,DB00898,97,104,alcohol
ACTRN12608000433303,DB01261,63,74,sitagliptin
ACTRN12608000433303,DB00331,260,269,metformin
ACTRN12608000433303,DB01261,315,326,sitagliptin
ACTRN12608000433303,DB00331,531,540,metformin
ACTRN12608000433303,DB01261,558,569,sitagliptin
ACTRN12608000433303,DB00331,633,642,metformin
ACTRN12608000433303,DB01261,682,693,sitagliptin
ACTRN12608000433303,DB09341,774,781,glucose
ACTRN12608000434392,DB00107,12,20,oxytocin
ACTRN12608000435381,DB00087,0,11,alemtuzumab
ACTRN12608000436370,DB11627,170,189,Hepatitis B vaccine
ACTRN12608000441314,DB00009,55,58,tPA
ACTRN12608000441314,DB00009,85,113,Tissue plasminogen activator
ACTRN12608000442303,DB10707,258,264,cotton
ACTRN12608000446369,DB06779,0,10,Dalteparin
ACTRN12608000447358,DB00175,0,14,Pravastatin 20
ACTRN12608000448347,DB01592,85,89,iron
ACTRN12608000448347,DB00898,220,227,alcohol
ACTRN12608000448347,DB00898,412,419,Alcohol
ACTRN12608000448347,DB00898,662,669,Alcohol
ACTRN12608000448347,DB00898,880,887,Alcohol
ACTRN12608000448347,DB01592,1496,1500,Iron
ACTRN12608000449336,DB00482,122,131,celecoxib
ACTRN12608000449336,DB00515,166,175,cisplatin
ACTRN12608000449336,DB00515,390,399,cisplatin
ACTRN12608000449336,DB00515,548,557,cisplatin
ACTRN12608000449336,DB00544,572,586,5-Fluorouracil
ACTRN12608000449336,DB00544,588,592,5-Fu
ACTRN12608000449336,DB00515,784,793,cisplatin
ACTRN12608000449336,DB00544,798,802,5-FU
ACTRN12608000449336,DB00482,832,841,celecoxib
ACTRN12608000452392,DB09341,182,189,glucose
ACTRN12608000452392,DB09341,636,643,glucose
ACTRN12608000455369,DB06703,40,50,Gadobutrol
ACTRN12608000458336,DB02594,472,482,DC vaccine
ACTRN12608000460303,DB00199,0,12,Erythromycin
ACTRN12608000461392,DB00481,0,10,raloxifene
ACTRN12608000461392,DB00481,153,163,raloxifene
ACTRN12608000461392,DB00481,430,440,raloxifene
ACTRN12608000461392,DB00481,504,514,raloxifene
ACTRN12608000462381,DB01164,501,517,calcium chloride
ACTRN12608000462381,DB01373,594,601,calcium
ACTRN12608000462381,DB01109,874,881,heparin
ACTRN12608000466347,DB00031,0,12,Tenecteplase
ACTRN12608000467336,DB00898,18,25,alcohol
ACTRN12608000467336,DB00898,40,47,alcohol
ACTRN12608000467336,DB00898,490,497,alcohol
ACTRN12608000467336,DB00898,573,580,alcohol
ACTRN12608000467336,DB04557,790,806,arachidonic acid
ACTRN12608000470392,DB00440,135,147,Trimethoprim
ACTRN12608000471381,DB00996,53,63,Gabapentin
ACTRN12608000471381,DB00996,89,99,gabapentin
ACTRN12608000471381,DB00996,247,257,Gabapentin
ACTRN12608000474358,DB01268,63,72,sunitinib
ACTRN12608000474358,DB01268,187,196,sunitinib
ACTRN12608000474358,DB01268,257,266,Sunitinib
ACTRN12608000474358,DB01268,2360,2369,Sunitinib
ACTRN12608000475347,DB11133,0,19,Omega-3 fatty acids
ACTRN12608000475347,DB11133,60,79,Omega-3 fatty acids
ACTRN12608000475347,DB03756,184,187,DHA
ACTRN12608000476336,DB01175,203,215,escitalopram
ACTRN12608000476336,DB01104,257,267,sertraline
ACTRN12608000476336,DB00285,289,300,venlafaxine
ACTRN12608000477325,DB00159,77,98,Eicosapentaenoic Acid
ACTRN12608000477325,DB00159,100,103,EPA
ACTRN12608000477325,DB03756,116,136,Docosahexaenoic Acid
ACTRN12608000477325,DB03756,138,141,DHA
ACTRN12608000481370,DB09341,304,312,Dextrose
ACTRN12608000483358,DB03193,107,119,stearic acid
ACTRN12608000483358,DB03193,179,191,stearic acid
ACTRN12608000487314,DB09140,12,18,oxygen
ACTRN12608000487314,DB09155,30,36,Helium
ACTRN12608000487314,DB00435,190,205,no more than 45
ACTRN12608000488303,DB01236,89,100,sevoflurane
ACTRN12608000488303,DB01236,192,203,sevoflurane
ACTRN12608000488303,DB09157,325,339,carbon dioxide
ACTRN12608000488303,DB00813,575,583,fentanyl
ACTRN12608000488303,DB00281,864,874,lignocaine
ACTRN12608000488303,DB00296,882,893,ropivacaine
ACTRN12608000488303,DB00281,1846,1856,lignocaine
ACTRN12608000488303,DB00296,1864,1875,Ropivacaine
ACTRN12608000488303,DB00281,1988,1998,lignocaine
ACTRN12608000488303,DB00296,2006,2017,ropivacaine
ACTRN12608000493347,DB09155,3207,3209,he
ACTRN12608000495325,DB00563,150,162,Methotrexate
ACTRN12608000495325,DB01177,242,252,Idarubicin
ACTRN12608000495325,DB01204,256,268,Mitoxantrone
ACTRN12608000495325,DB01234,336,349,Dexamethasone
ACTRN12608000495325,DB00541,456,467,Vincristine
ACTRN12608000495325,DB00059,585,601,Peg Asparaginase
ACTRN12608000495325,DB01234,809,822,Dexamethasone
ACTRN12608000495325,DB00541,882,893,Vincristine
ACTRN12608000495325,DB00563,969,981,Methotrexate
ACTRN12608000495325,DB00563,1039,1051,Methotrexate
ACTRN12608000495325,DB00059,1103,1119,Peg Asparaginase
ACTRN12608000495325,DB00563,1181,1193,methotrexate
ACTRN12608000495325,DB00023,1230,1252,Asparaginase  Erwinase
ACTRN12608000495325,DB00563,1312,1315,MTX
ACTRN12608000495325,DB00531,1371,1387,Cyclophosphamide
ACTRN12608000495325,DB00773,1451,1460,Etoposide
ACTRN12608000495325,DB01234,1556,1569,Dexamethasone
ACTRN12608000495325,DB00541,1629,1640,Vincristine
ACTRN12608000495325,DB00563,1715,1727,Methotrexate
ACTRN12608000495325,DB00987,1784,1794,Cytarabine
ACTRN12608000495325,DB00860,1984,1996,Prednisolone
ACTRN12608000495325,DB00987,2074,2084,Cytarabine
ACTRN12608000495325,DB00563,2108,2120,Methotrexate
ACTRN12608000495325,DB00563,2178,2190,Methotrexate
ACTRN12608000495325,DB00563,2316,2328,Methotrexate
ACTRN12608000497303,DB01234,0,13,Dexamethasone
ACTRN12608000500358,DB13014,85,94,Hypericin
ACTRN12608000500358,DB13014,225,234,Hypericin
ACTRN12608000500358,DB00184,935,943,nicotine
ACTRN12608000500358,DB00184,983,991,nicotine
ACTRN12608000500358,DB00184,1041,1049,nicotine
ACTRN12608000500358,DB00184,1098,1106,nicotine
ACTRN12608000500358,DB00184,1148,1156,nicotine
ACTRN12608000500358,DB00184,1549,1557,nicotine
ACTRN12608000501347,DB00415,26,36,ampicillin
ACTRN12608000501347,DB00301,37,51,flucloxacillin
ACTRN12608000502336,DB00653,130,148,magnesium sulphate
ACTRN12608000502336,DB01001,238,248,salbutamol
ACTRN12608000502336,DB01001,355,365,salbutamol
ACTRN12608000504314,DB01065,74,83,melatonin
ACTRN12608000506392,DB00898,157,164,alcohol
ACTRN12608000506392,DB00898,367,374,alcohol
ACTRN12608000506392,DB00898,830,837,alcohol
ACTRN12608000506392,DB00898,952,959,alcohol
ACTRN12608000513314,DB09341,95,102,glucose
ACTRN12608000513314,DB09341,569,576,glucose
ACTRN12608000516381,DB00909,335,345,Zonisamide
ACTRN12608000516381,DB00909,404,414,Zonisamide
ACTRN12608000516381,DB00909,578,588,Zonisamide
ACTRN12608000516381,DB00909,820,830,Zonisamide
ACTRN12608000516381,DB00909,926,936,Zonisamide
ACTRN12608000516381,DB00909,1749,1759,Zonisamide
ACTRN12608000516381,DB00909,1998,2008,Zonisamide
ACTRN12608000516381,DB00909,2137,2147,zonisamide
ACTRN12608000516381,DB00909,2338,2348,Zonisamide
ACTRN12608000516381,DB00909,2608,2618,Zonisamide
ACTRN12608000517370,DB10563,180,184,rice
ACTRN12608000517370,DB10563,263,267,Rice
ACTRN12608000519358,DB01434,303,306,nor
ACTRN12608000523303,DB01006,136,144,letrozol
ACTRN12608000523303,DB00531,405,421,Cyclophosphamide
ACTRN12608000523303,DB00997,433,444,doxorubicin
ACTRN12608000523303,DB00544,458,472,5-Fluorouracil
ACTRN12608000523303,DB00544,474,478,5-FU
ACTRN12608000523303,DB01006,558,566,letrozol
ACTRN12608000531314,DB00150,6,16,tryptophan
ACTRN12608000534381,DB01132,0,12,Pioglitazone
ACTRN12608000534381,DB01132,85,97,Pioglitazone
ACTRN12608000534381,DB09341,313,320,glucose
ACTRN12608000535370,DB00125,0,8,Arginine
ACTRN12608000536369,DB01322,64,68,Kava
ACTRN12608000536369,DB01322,170,174,kava
ACTRN12608000536369,DB01322,255,259,kava
ACTRN12608000537358,DB00481,0,10,Raloxifene
ACTRN12608000540314,DB00296,328,339,ropivacaine
ACTRN12608000540314,DB00296,2720,2731,ropivacaine
ACTRN12608000540314,DB00296,2758,2769,ropivacaine
ACTRN12608000543381,DB00248,0,13,Cabergoline  
ACTRN12608000543381,DB00248,297,308,cabergoline
ACTRN12608000549325,DB09140,5,11,oxygen
ACTRN12608000551392,DB10707,575,581,cotton
ACTRN12608000554369,DB00073,26,35,Rituximab
ACTRN12608000554369,DB00073,101,110,Rituximab
ACTRN12608000554369,DB00073,230,239,Rituximab
ACTRN12608000554369,DB00073,604,613,rituximab
ACTRN12608000554369,DB00073,688,697,Rituximab
ACTRN12608000560392,DB00813,52,61,phentanyl
ACTRN12608000560392,DB00683,83,92,midazolam
ACTRN12608000562370,DB00040,12,20,Glucagon
ACTRN12608000568314,DB01296,15,26,Glucosamine
ACTRN12608000568314,DB00814,47,59,Meloxicam 15
ACTRN12608000570381,DB01373,161,168,calcium
ACTRN12608000573358,DB01225,276,286,enoxaparin
ACTRN12608000573358,DB01225,484,494,enoxaparin
ACTRN12608000573358,DB01225,622,632,enoxaparin
ACTRN12608000573358,DB01225,1247,1257,enoxaparin
ACTRN12608000573358,DB01225,1678,1688,enoxaparin
ACTRN12608000573358,DB01225,1731,1741,enoxaparin
ACTRN12608000573358,DB01225,1907,1917,enoxaparin
ACTRN12608000573358,DB01225,1988,1998,enoxaparin
ACTRN12608000573358,DB01225,2079,2089,enoxaparin
ACTRN12608000574347,DB00273,197,200,TPM
ACTRN12608000574347,DB00586,201,211,Diclofenac
ACTRN12608000574347,DB00273,253,256,TPM
ACTRN12608000574347,DB00586,257,267,Diclofenac
ACTRN12608000574347,DB00273,633,636,TPM
ACTRN12608000574347,DB00586,637,647,Diclofenac
ACTRN12608000574347,DB00273,689,692,TPM
ACTRN12608000574347,DB00586,693,703,Diclofenac
ACTRN12608000574347,DB00273,1169,1172,TPM
ACTRN12608000574347,DB00586,1173,1183,Diclofenac
ACTRN12608000574347,DB00273,1225,1228,TPM
ACTRN12608000574347,DB00586,1229,1239,Diclofenac
ACTRN12608000574347,DB00586,1711,1724,Diclofenac HS
ACTRN12608000574347,DB00273,1741,1744,TPM
ACTRN12608000574347,DB00586,1745,1755,Diclofenac
ACTRN12608000574347,DB00273,1923,1926,TPM
ACTRN12608000574347,DB00586,1927,1937,Diclofenac
ACTRN12608000574347,DB00273,1957,1960,TPM
ACTRN12608000574347,DB00586,1961,1971,Diclofenac
ACTRN12608000574347,DB00586,2137,2154,Diclofenac HS Gel
ACTRN12608000574347,DB00586,2254,2271,Diclofenac LS Gel
ACTRN12608000574347,DB00586,2507,2517,diclofenac
ACTRN12608000575336,DB00281,1565,1575,lignocaine
ACTRN12608000575336,DB00296,1583,1594,Ropivacaine
ACTRN12608000575336,DB00281,1709,1719,lignocaine
ACTRN12608000575336,DB00296,1727,1738,ropivacaine
ACTRN12608000576325,DB00904,28,41,Ondansetron 4
ACTRN12608000576325,DB00683,69,78,Midazolam
ACTRN12608000577314,DB00544,321,335,5-Fluorouracil
ACTRN12608000577314,DB00544,337,341,5-FU
ACTRN12608000577314,DB00305,351,362,mitomycin C
ACTRN12608000577314,DB00305,364,367,MMC
ACTRN12608000577314,DB00515,378,387,cisplatin
ACTRN12608000578303,DB00863,3772,3775,ran
ACTRN12608000579392,DB09341,233,240,glucose
ACTRN12608000581369,DB01590,4,14,Everolimus
ACTRN12608000581369,DB01590,99,109,Everolimus
